movie_id,adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job
474412,False,0,1883367,Directing,Yang Ho-yeol,Yang Ho-yeol,1.22,,5b2c9faa9251413539001575,Directing,Director
77988,False,2,582989,Directing,Vladimir Tumaev,Vladimir Tumaev,0.6,/xmrOwkoNrQIeYIBAFhKHSDwwGPp.jpg,52fe4988c3a368484e130497,Directing,Director
81900,False,2,200011,Directing,David Block,David Block,0.6,,52fe48319251416c910838b3,Directing,Director
698779,False,2,2467484,Directing,Lee Min-woo,Lee Min-woo,0.655,,5eaa8e1007291c0020ecc5c8,Directing,Director
691216,False,2,2715646,Directing,Kang Myeong-jin,Kang Myeong-jin,0.694,,5f126232b87aec00361ae4cc,Directing,Director
351964,False,2,1266490,Directing,Will Slocombe,Will Slocombe,0.98,,55b74f2b92514120e1001f35,Directing,Director
520725,False,2,67717,Directing,Michel Hazanavicius,Michel Hazanavicius,1.09,/5Adwey0AqG16rM7jrDMjUaew9W3.jpg,5ae181ccc3a368768300a216,Directing,Director
826680,False,2,1184816,Directing,Morgan Matthews,Morgan Matthews,0.98,/2KflRO7JL5LTeeUyyE0gepzqdBy.jpg,60942483a6d93100790be10a,Directing,Director
816844,False,2,93550,Directing,Nikolay Lebedev,Nikolay Lebedev,1.533,/29GEks3XKfFb9FQK5RhCkBXuNbV.jpg,607144a4cc277c005ace0069,Directing,Director
579051,False,2,1035379,Directing,Tiller Russell,Tiller Russell,1.456,,5c51f675c3a368576a97cab7,Directing,Director
700348,True,1,229485,Directing,Erika Lust,Erika Lust,12.631,/9PozNIWiyhcI4xQ3RVqg8BznHqo.jpg,5eb064d21fb94f001ef0dfb6,Directing,Director
582306,False,0,2511025,Directing,Jim Carroll,Jim Carroll,0.6,,5e1f7a2aa3770a00174d0e63,Directing,Director
788929,False,2,2683196,Directing,Valdimar Jóhannsson,Valdimar Jóhannsson,0.6,/rk9WNUg4g9gNleBMshfYJDwuZEX.jpg,61454736ed28b9008ea0fc62,Directing,Director
447759,False,0,1846844,Directing,Choi Moo-yeon,Choi Moo-yeon,1.404,,5a63c4c59251410b1a01632a,Directing,Director
255709,False,2,126809,Directing,Lee Joon-ik,Lee Joon-ik,1.383,/smZU1xzsTBThtM7Rp6vjaJUpchm.jpg,57bc521cc3a36822f20060c6,Directing,Director
472674,False,2,77269,Directing,John Crowley,John Crowley,1.4,/2s24bopQ131ZTF3lrBLRFKMHPQG.jpg,59e3064d92514107f500a7a8,Directing,Director
415749,False,0,85561,Directing,Michael Goguen,Michael Goguen,1.094,,57dbbbf19251415c05005f4c,Directing,Director
407650,False,2,138945,Directing,Eduardo Ortiz,Eduardo Ortiz,0.6,/cS9MJlD2zHCKQwtRB9MUA960jd5.jpg,5792ac72925141690f001e1e,Directing,Director
471335,False,0,1871987,Directing,Kim Je-young,Kim Je-young,0.6,,5996b61992514123e900d656,Directing,Director
502425,False,0,2606846,Directing,Francis Annan,Francis Annan,0.6,,5e9bf10ee22d28001d60ae11,Directing,Director
470229,False,2,585933,Directing,François Simard,François Simard,1.96,/1PcolFNwwOQ5mXrEhCDtNoKcTiD.jpg,598bb2ec925141080d002ad2,Directing,Director
470229,False,1,585934,Directing,Anouk Whissell,Anouk Whissell,1.4,/cVnpqkq7wQMStdPGRfMg2vJT3gU.jpg,598bb2f992514107fa002a7d,Directing,Director
470229,False,2,1397786,Directing,Yoann-Karl Whissell,Yoann-Karl Whissell,0.6,/ivcqKNLHsfNg4PUgbmFXTC3WZv0.jpg,598bb30bc3a368736c002d91,Directing,Director
332283,False,1,1088579,Directing,Haifaa al-Mansour,Haifaa al-Mansour,1.61,/67UWpEJi36AXxY3aQf4DBSvGv9e.jpg,55c5838e9251417a2a000d09,Directing,Director
505914,False,0,1980506,Directing,Lazar Bodroža,Lazar Bodroža,0.608,,5a891fccc3a36862e105f240,Directing,Director
689160,False,0,2615409,Directing,Lee Ga-on,Lee Ga-on,0.6,,5ea54ed3db72c0001fbd54d4,Directing,Director
289269,False,2,21931,Directing,Chris Nahon,Chris Nahon,2.769,,53ffdb6b0e0a2658db00110d,Directing,Director
1002780,False,2,1107015,Directing,Takayuki Shibasaki,Takayuki Shibasaki,0.998,,63964b2ba1a9ba00e2071468,Directing,Director
172329,False,2,99202,Directing,Mitsuru Hongo,Mitsuru Hongo,2.005,,5bdb542d925141540e012467,Directing,Director
571346,True,1,1266598,Directing,Jacky St. James,Jacky St. James,8.729,/5cAiZaMzVJF77eX9AxnIYFtpfxQ.jpg,5c291198c3a3683a59d47a67,Directing,Director
240483,False,2,89824,Directing,Jon Wright,Jon Wright,0.84,/tVQDp9hsGO1XUR4y5Gr4ZJZOMoJ.jpg,54d42245c3a368616e00b624,Directing,Director
682826,False,0,2620787,Directing,Yoo Seo Jun,Yoo Seo Jun,0.6,,5eac13a7ca0e17001b0bcf2c,Directing,Director
225745,False,2,233655,Directing,Kanji Wakabayashi,Kanji Wakabayashi,0.737,,5ac0a2e30e0a260c4d000436,Directing,Director
748412,False,2,1757746,Directing,Joshua Wong,Joshua Wong,0.6,,5fca4d79a5743d003f03d04b,Directing,Director
198277,False,2,45117,Directing,John Carney,John Carney,2.313,/a85YTkbKqmF0ht2gr5XF652eQIe.jpg,52fe4d769251416c91116e87,Directing,Director
63455,False,2,548127,Directing,Yusuke Narita,Yusuke Narita,2.425,,52fe46abc3a368484e09d5b7,Directing,Director
104634,False,2,1036768,Directing,Xavier Villaverde,Xavier Villaverde,0.982,,52fe4a39c3a36847f81c1f47,Directing,Director
288158,False,2,212240,Directing,Tom Harper,Tom Harper,2.045,/bt5yUl0oEPjSVwt8ZlFuQrxhv0Y.jpg,5412cf080e0a26731f0010ac,Directing,Director
82390,False,2,20019,Directing,Lee Daniels,Lee Daniels,2.088,/6boIrLokvene1qlhvb4wiKB5Ikd.jpg,52fe484e9251416c91087a67,Directing,Director
592863,False,1,1966571,Directing,Liesl Tommy,Liesl Tommy,1.96,/pcMaUcFMQHevwvu7qG05fu0eLEq.jpg,5ca5a5f9c3a36866adaefc5f,Directing,Director
1108203,False,0,3862726,Directing,Ahmed Abdel Wahab,Ahmed Abdel Wahab,0.6,,64419f2e651fcf04b29c2513,Directing,Director
435707,False,2,931271,Directing,Eduardo Casanova,Eduardo Casanova,3.618,/r341g2BbigyTm2jCZhzk4kXubKp.jpg,60e9f92c83ee67005def0ac8,Directing,Director
789171,False,2,1480711,Directing,Drew Mylrea,Drew Mylrea,0.828,/bOqnXu1p8FuF3Lw7KxHGfNYjChT.jpg,600b359723d278004037c8f9,Directing,Director
372197,False,0,572088,Directing,Michael Felsher,Michael Felsher,1.4,,57cc0d6e9251414239003964,Directing,Director
1018972,False,0,3683457,Directing,Irshad Parari,Irshad Parari,0.6,,630f6fcce942ee0092f9d072,Directing,Director
312791,False,2,80006,Directing,Jon Knautz,Jon Knautz,0.6,,56cf0b209251413e6800255f,Directing,Director
920394,False,0,1760505,Directing,Andaç Haznedaroğlu,Andaç Haznedaroğlu,1.531,,61c9b4c6549dda009c5b559f,Directing,Director
202575,False,0,1324172,Directing,Jeremy Degruson,Jeremy Degruson,0.6,,546da62d9251412baf0014ab,Directing,Director
284674,False,2,1351814,Directing,Christian Cantamessa,Christian Cantamessa,1.38,,53e77e25c3a368398d00198d,Directing,Director
587471,False,0,238012,Directing,Babu Yogeswaran,Babu Yogeswaran,0.6,,5c907246c3a3686116500709,Directing,Director
118301,False,2,1322458,Directing,Yoshikazu Miyao,Yoshikazu Miyao,1.22,,537dccbac3a3680592000fee,Directing,Director
814778,False,0,3040800,Directing,Lorena Ares,Lorena Ares,0.6,,606c996112c604006eb158af,Directing,Director
908762,False,1,172993,Directing,Rose Troche,Rose Troche,0.609,/ckljyPJpUXlTUPqnGg1b7UeaVf1.jpg,61a6e5714a52f800446c9c8a,Directing,Director
381696,False,2,87926,Directing,Michael John Warren,Michael John Warren,1.4,,56db00719251417a48002271,Directing,Director
790523,False,2,2205689,Directing,Claudio Norza,Claudio Norza,0.6,,605488ba1d820f006b4fbe3f,Directing,Director
54551,False,0,220833,Directing,Samuel Tourneux,Samuel Tourneux,1.4,,52fe48a2c3a36847f8171b17,Directing,Director
8967,False,2,30715,Directing,Terrence Malick,Terrence Malick,7.378,/6FSi5aeyCNxJp96gxOmX7R4hCFu.jpg,52fe44ccc3a36847f80aa957,Directing,Director
1024627,False,0,2101952,Directing,Dallas Jackson,Dallas Jackson,0.714,,6322953a1b722c008436c623,Directing,Director
482624,True,2,2626354,Directing,Kim Min-sik,Kim Min-sik,0.652,,5ec937aed2147c0022bc046c,Directing,Director
595867,False,2,76910,Directing,Christophe Honoré,Christophe Honoré,1.954,/vhRdx5xeSjlB6lPfXsnc0L3g02g.jpg,5cb852c20e0a266b93f11aee,Directing,Director
269437,False,2,92694,Directing,Elliot M. Bour,Elliot M. Bour,1.661,,549eb7a2925141312f008b7d,Directing,Director
575094,False,2,1531822,Directing,Alexandr Boguslavsky,Alexandr Boguslavsky,1.38,/i7zTQNNxssW8jKjBPYhfBTvgEEW.jpg,5c3c5f0c9251416e2dabe61e,Directing,Director
899405,False,0,2152748,Directing,María Torres,María Torres,0.98,/sksVnW2NqhyvOBUgA4NOWLZv7qI.jpg,61950db73e09f30094051ce4,Directing,Director
500475,False,2,1527715,Directing,Director X.,Director X.,1.438,/2yu5z9h8n1YV1XYjnc4fTkovMfP.jpg,5a67c5cd9251411bb5000545,Directing,Director
660709,False,2,238384,Directing,Alain Guiraudie,Alain Guiraudie,2.187,/yL3gxhDTtwceKa8UQOknh20BfAP.jpg,5e1040196f43ec001459f4e3,Directing,Director
874745,False,2,1250472,Directing,Kenichi Kasai,Kenichi Kasai,2.137,,627dedc9fd140b0053b02b34,Directing,Director
567646,False,2,1456792,Directing,Lee Byeong-heon,Lee Byeong-heon,1.966,/aWPsfcKmLvZ7HmmBa0jI2OxVMfY.jpg,5c0e581ac3a36825280c0b7b,Directing,Director
732713,False,2,1513798,Directing,Rajeev Dassani,Rajeev Dassani,0.6,/g2mX1yifCJLN6B3LEnxjTypTiTG.jpg,5f357a2493828e00343f1933,Directing,Director
411221,False,2,1563107,Directing,Nacho La Casa,Nacho La Casa,1.62,,590858d2c3a368588800a2ab,Directing,Director
411221,False,2,3008247,Directing,Alberto Rodríguez,Alberto Rodríguez,0.6,,604c00bdc3c8910028e6824f,Directing,Director
374853,False,2,1253090,Directing,Tetsuya Yanagisawa,Tetsuya Yanagisawa,0.838,,5682e3af9251414f6300e4fd,Directing,Director
663459,False,0,2508883,Directing,Brent Dawes,Brent Dawes,0.828,,5e1c6e95a6c104001183f9c6,Directing,Director
152532,False,2,69371,Directing,Jean-Marc Vallée,Jean-Marc Vallée,3.375,/2qeYBWtDDnkUDOiSsE43wwViwSt.jpg,52fe4b239251416c910d1115,Directing,Director
502167,False,2,150956,Directing,Michael Tully,Michael Tully,0.6,,5a722b4a0e0a265b040116da,Directing,Director
587792,False,2,1704882,Directing,Max Barbakow,Max Barbakow,1.4,/nJjznElTpKtQNOoGRaFtDIgcnqi.jpg,5c886097c3a36864550a4c76,Directing,Director
608994,False,0,1672018,Directing,Damien LeVeck,Damien LeVeck,0.6,,5d50e7850102c922bc74d0e1,Directing,Director
656690,False,2,1074666,Directing,Jeff Orlowski,Jeff Orlowski,1.38,,5dfb38f96097500015348879,Directing,Director
469722,False,0,1040763,Directing,Lucio A. Rojas,Lucio A. Rojas,0.98,,598717d5c3a368328701857e,Directing,Director
537739,False,1,2422289,Directing,Elise Duran,Elise Duran,0.6,,5d924a3dc8f3c4001bd42cc8,Directing,Director
818370,False,1,2441083,Directing,Moxie Peng,Moxie Peng,1.38,/6WdJlbudMWFSPi1FgXk9Qx0cEys.jpg,60771e8d19ab59006ed842b8,Directing,Director
608813,False,0,2339163,Directing,Adam VillaSenor,Adam VillaSenor,0.828,,5d0603490e0a267080caa63f,Directing,Director
273060,False,2,99779,Directing,Chris Seaver,Chris Seaver,2.391,,5faac7381c0435003e382870,Directing,Director
660046,False,2,78747,Directing,Mani Ratnam,Mani Ratnam,2.538,/anbOMr8XeoshB2wrqxaHl9PqWDH.jpg,5e0dde039974ee0012a67d8d,Directing,Director
528091,False,2,2056639,Directing,Tony D'Aquino,Tony D'Aquino,0.6,,5b13cb5d92514166f20080ed,Directing,Director
515908,False,2,90206,Directing,Dennison Ramalho,Dennison Ramalho,1.008,/gIh5L6E2Z5cq1SJdCzq0BZCVoiz.jpg,5ac6125f0e0a26497400cf62,Directing,Director
847981,False,2,50325,Directing,Miguel Alexandre,Miguel Alexandre,1.978,/rMqvYDAhsYLrpumIwG9yBrRHgYy.jpg,60e3573e880551002d090dd9,Directing,Director
283564,False,2,121845,Directing,Logan McPherson,Logan McPherson,0.6,,54c208159251412432003257,Directing,Director
283564,False,0,1114544,Directing,Johnny Darrell,Johnny Darrell,0.6,,54c207e592514124ed003215,Directing,Director
283564,False,0,1417357,Directing,Behzad Mansoori-Dara,Behzad Mansoori-Dara,0.6,,54c208069251416e6000c9e5,Directing,Director
745987,False,2,143696,Directing,Klim Shipenko,Klim Shipenko,1.534,/qKwkL130iipHJw5RSHnHdKqztud.jpg,5f6b3a98fbe36f003751a9cc,Directing,Director
858815,False,2,1622886,Directing,Wregas Bhanuteja,Wregas Bhanuteja,1.96,/ljZ18jTY2pzPZ5Gz0J70fpDhdGw.jpg,610e0ad3ee43e8007f4308b6,Directing,Director
324963,False,0,1431493,Directing,Dan Fraga,Dan Fraga,0.6,,54ed947c9251417961003908,Directing,Director
653567,False,1,1140436,Directing,Lana Wilson,Lana Wilson,0.61,/cLpt8ZaLbGQFrDxfBA5md4Q7cPH.jpg,5de825bd7646fd001599e37e,Directing,Director
133521,False,0,1097458,Directing,Filip Marczewski,Filip Marczewski,0.6,,52fe4bb4c3a368484e195b19,Directing,Director
929472,False,2,3391783,Directing,Hebru Brantley,Hebru Brantley,0.6,,61eab755944a57001c6c7354,Directing,Director
98197,False,2,1016199,Directing,Bob Willems,Bob Willems,0.6,,52fe4a049251416c750daf37,Directing,Director
1093982,False,0,2553757,Directing,Alex Sereno,Alex Sereno,0.6,,640067ff9653f600894f00a9,Directing,Director
1105313,False,0,3813160,Directing,Rui Constantino,Rui Constantino,0.6,,642173ac2dc9dc00bf598077,Directing,Director
1109429,False,0,1752635,Directing,Matthew Hashiguchi,Matthew Hashiguchi,0.6,,642e21340d2f530113617d37,Directing,Director
329289,False,2,1436122,Directing,James Moran,James Moran,0.98,,54fae7939251413ab5001657,Directing,Director
1109432,False,0,2068396,Directing,Set Hernandez Rongkilyo,Set Hernandez Rongkilyo,0.6,,642e223e58361b0095019c99,Directing,Director
400710,False,2,19346,Directing,Niels Arden Oplev,Niels Arden Oplev,1.258,/yGdxpPjMhIaeGaJL8TsVSpDuEbh.jpg,575289d3c3a3685201001dcd,Directing,Director
515454,False,2,1412121,Directing,Anthony Scott Burns,Anthony Scott Burns,0.6,/nc7lHwMfZjkjtZSqmWgouL95YOA.jpg,5ac0ee740e0a260c140052cc,Directing,Director
292280,False,1,72619,Directing,Stacy Title,Stacy Title,1.4,/wrrp1DczFdJqguR76pRyCSfMKIS.jpg,5690d427c3a3686b41001c88,Directing,Director
566222,False,1,115892,Directing,Jehane Noujaim,Jehane Noujaim,0.6,/tzuPRUermMYuUUfcdNrvGC2Eq70.jpg,5c042a8992514169ad0af7e4,Directing,Director
407451,False,1,929825,Directing,Ava DuVernay,Ava DuVernay,2.211,/84rc8I3Wf5zkCWGMNeTtmRekHW0.jpg,5790cfa39251416b58001b88,Directing,Director
838594,False,2,1351941,Directing,Sean King,Sean King,1.38,/w80FLhZjqb1Ptt8w5JnqoVkvFFT.jpg,63da591a3dc313007d80ff97,Directing,Director
465003,False,2,60099,Directing,Gideon Raff,Gideon Raff,1.234,/mZQ7YYG9nn0LDFs2BXAJUAnm87j.jpg,595f34d59251410a59099a5a,Directing,Director
822264,False,0,3294350,Directing,Wu Jiawei,Wu Jiawei,0.6,,6181600b39a1a600917eb46d,Directing,Director
435366,False,2,117370,Directing,Bae Jong,Bae Jong,0.6,/cwkzXrKwYXver4GBC5ltv9n7jJ4.jpg,587fb90ec3a36854df002ff7,Directing,Director
364433,False,2,1130801,Directing,Gabriele Mainetti,Gabriele Mainetti,1.38,/auoEBqlxst2GqgSjC7GDO1uPas9.jpg,562415b9c3a368240d007cdc,Directing,Director
63207,False,2,17597,Directing,Juan Carlos Fresnadillo,Juan Carlos Fresnadillo,0.84,/j0syLia3v2znuWhawJRkVsyJU8a.jpg,52fe469fc3a368484e09ae41,Directing,Director
419446,False,0,1135406,Directing,Hernán Belón,Hernán Belón,0.6,,57f455ee9251411c6c000299,Directing,Director
258807,False,2,1110435,Directing,Yoshitomo Yonetani,Yoshitomo Yonetani,1.4,,531e1a2c92514177ae00764f,Directing,Director
567965,False,1,96305,Directing,Philippa Lowthorpe,Philippa Lowthorpe,1.8,,5c10ab4ac3a36825280f52fc,Directing,Director
489430,False,2,531105,Directing,Demián Rugna,Demián Rugna,0.6,/3zA8uqd1j95f1zUINcjELfrMbfU.jpg,5a1c57729251410329059c56,Directing,Director
466622,False,1,67356,Directing,Reed Morano,Reed Morano,0.875,/fXtvqRCPMDhXwvgc3V2oC4GT3AP.jpg,596aae2892514136a4019787,Directing,Director
928217,False,2,1447639,Directing,Wilfried Méance,Wilfried Méance,0.6,,61e633c0f5c824008c443180,Directing,Director
378108,False,2,239858,Directing,Sunao Katabuchi,Sunao Katabuchi,2.082,/i68kRMk1cQtETDOTmPwiJLOjqfU.jpg,569ce89a9251415e5e003139,Directing,Director
178809,False,2,229002,Directing,Jeff Renfroe,Jeff Renfroe,1.4,,52fe4d9cc3a36847f826a57d,Directing,Director
252444,False,0,1277636,Directing,Marco Polo Constandse,Marco Polo Constandse,0.6,,52fe4e409251416c9112b74b,Directing,Director
456154,False,0,1270225,Directing,Alexandre Espigares,Alexandre Espigares,0.6,,590cb3dd9251414e8d0012ce,Directing,Director
174321,False,2,154521,Directing,Craig Zisk,Craig Zisk,2.779,/1WTt2jjxDwT0ngzrpO02VZYZDYV.jpg,52fe4d47c3a36847f8258741,Directing,Director
950511,False,0,3469352,Directing,Jaime Barbosa,Jaime Barbosa,0.6,,6233b6bb2495ab00192b742b,Directing,Director
1073644,False,2,1834069,Directing,Ahmed Khaled Mousa,Ahmed Khaled Mousa,0.6,/6cEjYNciPKXsrryxYsD4ux2pz7S.jpg,63c1ca2805a53300aecfce1b,Directing,Director
708336,False,1,1673449,Directing,Louisa Warren,Louisa Warren,0.872,/pZJVNjkW7nGTwxQXxelaFezxo97.jpg,5ed0ac6096386400246ef123,Directing,Director
76494,False,2,64045,Directing,Kirk Jones,Kirk Jones,1.62,/6A8URaTJ0kQ6L3H3XXLzRzQ3VQ2.jpg,52fe493ec3a368484e1217b5,Directing,Director
286668,False,2,92436,Directing,Keoni Waxman,Keoni Waxman,1.663,/edSYV72Pjrki739443RPca8vWQM.jpg,53f327bc0e0a2675a90088d1,Directing,Director
420707,False,2,1692995,Directing,Gerald Rascionato,Gerald Rascionato,0.6,,57fcfde3c3a36819ae00737f,Directing,Director
500919,False,2,1967084,Directing,York Alec Shackleton,York Alec Shackleton,0.738,/1KkXkbZB3J8wsib77ulo0AV5j8.jpg,5a6a5c540e0a266f340055ab,Directing,Director
387844,False,2,2012619,Directing,Kang Hoon,Kang Hoon,0.98,,5ac00f02c3a3684455037c59,Directing,Director
719164,False,0,1381700,Directing,Anton Sigurðsson,Anton Sigurðsson,0.694,,5ef5cd2727d9cc0039a9d69c,Directing,Director
916405,False,2,2294822,Directing,Colm Bairéad,Colm Bairéad,2.876,/6PdqAndAy1BYtIJ26lQgLmwRJo8.jpg,61ba3b49945d3600432d5002,Directing,Director
575776,False,1,2219327,Directing,Rose Glass,Rose Glass,1.38,/9aUNZWVK5gt5HJ7dWlM2X30U8IS.jpg,5c402408c3a36853ce41421d,Directing,Director
553839,False,2,1711448,Directing,Yutaka Uemura,Yutaka Uemura,0.84,,5bc27b840e0a266e6403b22b,Directing,Director
152584,False,2,17458,Directing,Abdellatif Kechiche,Abdellatif Kechiche,1.4,/3blJf1ragOzMXtiWbxQ9dc23enm.jpg,5f6d7ef248333a0038872a5d,Directing,Director
604362,False,2,2320163,Directing,Choi Won-sub,Choi Won-sub,0.748,/2IsWyAKPTE0vKVZWxZy6ITzT7EE.jpg,5ce78835c3a368649424a178,Directing,Director
79089,False,2,1049284,Directing,Laurent Bernier,Laurent Bernier,1.38,,52fe49c1c3a368484e13e02d,Directing,Director
753453,False,1,1333168,Directing,Jennifer Reeder,Jennifer Reeder,1.22,/1U5XGB3m7r81bcR6Ok1SmcCQWXA.jpg,60ca4b5c18864b0040178a03,Directing,Director
290999,False,2,1361546,Directing,Kiah Roache-Turner,Kiah Roache-Turner,1.708,/1y2ZVFfxtKC4SR3s6IMiZB7WpnE.jpg,540bbc10c3a36879ab00278f,Directing,Director
1024621,False,2,1133053,Directing,Rikiya Imaizumi,Rikiya Imaizumi,3.073,/cILqzG8LDam9WvLKHLAqecuOgpp.jpg,63228dbdfd4a96007f618040,Directing,Director
347688,False,2,92317,Directing,Spike Brandt,Spike Brandt,5.736,/oCvzTSRxpGAepfgwbcRzii6cMel.jpg,559a8a1e92514109db003598,Directing,Director
1012290,False,2,1160274,Directing,Alex Coletti,Alex Coletti,1.159,,62f953ab9a6435007de5b67d,Directing,Director
1107542,False,0,3288600,Directing,Janay Joseph,Janay Joseph,0.6,,64284da4c5840d0077ddf648,Directing,Director
1107542,False,0,3989471,Directing,Graciel Quezada,Graciel Quezada,0.6,,64284db09cc67b05bf6f0aef,Directing,Director
1107542,False,0,3989473,Directing,Bianca Vucetich,Bianca Vucetich,0.6,,64284dbb01b1ca00d5e7daa2,Directing,Director
183662,False,2,83403,Directing,Malik Bader,Malik Bader,1.473,,52fe4ca99251416c7512177f,Directing,Director
774372,False,2,572551,Directing,Paul Dugdale,Paul Dugdale,1.473,/bWM0X1OMVml3FhDph4EGcs3QtHC.jpg,5fd2abc31d1bf40040cc811e,Directing,Director
652572,False,0,2472217,Directing,Kim Min-woo-I,Kim Min-woo-I,0.6,,5de37c540cd446001437e502,Directing,Director
245917,False,2,1281397,Directing,Youichi Fujita,Youichi Fujita,1.96,/g1RhmBPMJ80wckf9mB5Xnu2Dmb1.jpg,52fe4f0dc3a36847f82b9ecd,Directing,Director
79113,False,2,62081,Directing,Michael Damian,Michael Damian,3.727,/Tvnu4oEV7RInI7RiyAoGQMb75H.jpg,52fe49c2c3a368484e13e3af,Directing,Director
517764,False,0,2021527,Directing,Hans Stjernswärd,Hans Stjernswärd,0.706,,5acf56590e0a2631cc05e50e,Directing,Director
477489,False,2,227238,Directing,Daniel Roby,Daniel Roby,0.728,,59c697eec3a36813a90452f5,Directing,Director
500921,False,1,1967085,Directing,Maria Pulera,Maria Pulera,0.84,/i3Z1y2TfdDyt2mCLLKnEbkJsrU7.jpg,5a6a5d36c3a36843c10049e8,Directing,Director
394117,False,2,118415,Directing,Sean Baker,Sean Baker,1.884,/bz96USgFMwR3MhrPoGVv84e1R7K.jpg,571aecf0c3a3680bec000015,Directing,Director
418588,False,0,1208267,Directing,Joel Novoa,Joel Novoa,0.6,,57ecd919c3a3683a85003f2c,Directing,Director
1014226,False,0,3668537,Directing,Vicente Garibay Lijanova,Vicente Garibay Lijanova,0.6,,62fea812945c20007c86fc82,Directing,Director
357411,False,2,56343,Directing,Michael Arias,Michael Arias,1.4,/zxOmHqGubvPQGTlh84joWFR4P3y.jpg,5ee3da725b4fed001e62eb4c,Directing,Director
357411,False,2,110684,Directing,Takashi Nakamura,Takashi Nakamura,3.237,/6BrOTNKJOXPCKGSYOe9bxPvOTqH.jpg,5ee3daa4ae366800222b71f5,Directing,Director
787619,False,0,1912135,Directing,Michał Kondrat,Michał Kondrat,0.98,,6038dd0074507d0056dd4d7d,Directing,Director
234004,False,2,19499,Directing,Kevin Munroe,Kevin Munroe,0.645,/oSuXWn6TZVxzNvkktjqs01Y7lwA.jpg,55919a2692514123b5000a41,Directing,Director
234004,False,1,71269,Directing,Jericca Cleland,Jericca Cleland,0.6,/jcEhqSQeqxItHYYpup40ivpqSQr.jpg,53f7ebd1c3a368735b0003df,Directing,Director
831728,False,2,18710,Directing,Marcus H. Rosenmüller,Marcus H. Rosenmüller,1.008,/MPnTazfhZLdJVivck1WKYtkxEv.jpg,60a6a12d9a9e20002958a416,Directing,Director
843932,False,1,1077578,Directing,Nikyatu Jusu,Nikyatu Jusu,0.6,/lG5bqrzDRkbgG78n7jdXLaHjEeA.jpg,60d242708d1b8e002cc44e86,Directing,Director
27584,False,2,98537,Directing,John Stalberg Jr.,John Stalberg Jr.,0.6,,5caef489c3a3683c24a9fd93,Directing,Director
881685,False,0,2225239,Directing,Liu Xuandi,Liu Xuandi,0.6,,615d9f72eb14fa008c1a38ce,Directing,Director
460218,False,2,530073,Directing,Jose Montesinos,Jose Montesinos,3.156,,597e7f3ec3a3685397024bd8,Directing,Director
460218,False,0,1861023,Directing,Nico De Leon,Nico De Leon,0.6,,597e7effc3a36853f6022ea9,Directing,Director
394374,False,2,992771,Directing,Rodrigo Grande,Rodrigo Grande,1.4,/3SKlua9FSMrwHbpj03Gt3WVtP1r.jpg,5722c647c3a3682d1e001202,Directing,Director
622855,False,2,109692,Directing,David E. Talbert,David E. Talbert,2.079,,5d529d229a8a8a345ae4917a,Directing,Director
876262,False,0,2035519,Directing,Luis Pinheiro,Luis Pinheiro,0.6,,614888702b531d004316eb5e,Directing,Director
38543,False,2,83730,Directing,Jonathan English,Jonathan English,1.4,,52fe46c59251416c9105f1ed,Directing,Director
424277,False,2,27977,Directing,Leos Carax,Leos Carax,4.103,/88XIIn3LGljoBghXnTAPe7WBkxI.jpg,581bf3bec3a3682d2d0027fc,Directing,Director
884971,False,2,1014557,Directing,Frédéric Tellier,Frédéric Tellier,0.6,/6UBFuyUnubzlhAHNMdFj10PmJGB.jpg,616858ae3a99370043f0040b,Directing,Director
765056,False,2,1907873,Directing,Lee Dong-hyun,Lee Dong-hyun,1.84,,5fb29fca626208003fb6524c,Directing,Director
740049,False,2,1540861,Directing,Mark Jenkin,Mark Jenkin,1.788,/dn4FFefjrrnSHl7fMXYisbzHLbT.jpg,5f5402e1a0b6900033d0219a,Directing,Director
717192,False,0,1275095,Directing,Cecilia Verheyden,Cecilia Verheyden,0.6,,5f313cce1967570039ae7abb,Directing,Director
890601,False,0,2380986,Directing,Nick Robinson,Nick Robinson,0.6,,61794f3ce323f3009125f17c,Directing,Director
377264,False,2,190090,Directing,Luke Scott,Luke Scott,2.706,/uijtW2Hkrrs8Cs9udxLPfSyJ4Ry.jpg,5695662ac3a3687181000797,Directing,Director
203833,False,2,126945,Directing,Brian Percival,Brian Percival,3.674,/zx4ZfHNPNF0h22UN8QMgBBAmcXW.jpg,52fe4ce7c3a368484e1cc18b,Directing,Director
866440,False,2,1296662,Directing,Jude Anthany Joseph,Jude Anthany Joseph,0.6,/6R8XUCFcc5qOVLv1Q0Xtd45qR9C.jpg,6129d7cc0d9f5a0043dc62c8,Directing,Director
1074656,False,2,1138129,Directing,Filip Zylber,Filip Zylber,0.6,/rv5jEzYfal0EOqVDy3IkpKUWscn.jpg,63c5207d595a5600945b2107,Directing,Director
658558,True,2,233549,Directing,Takeo Takahashi,Takeo Takahashi,1.703,/vveH0vY1YNE1AXWeDqIF27nyFxP.jpg,5e068835d236e600169cfeae,Directing,Director
658558,False,2,1481756,Directing,Naoyuki Tatsuwa,Naoyuki Tatsuwa,1.288,/hnvyLfMP4BEWJi7k2iKw9juYirA.jpg,5e06883f9bcd0f001a0ef956,Directing,Director
